recordid	userid	session	trialNum	task	imgname	srounded	sangular	slinear	smovement	spoints	ssoft	srepeated	water	people	plants	food	animals	temperature	scenetype	movement	location	keywords	timetorespond	score	z	trials	timestamp	created_at	updated_at
182	9e7a2c2a0d	1	1	gotpsi	400034	1.00	0.00	0.00	NULL	0.00	1.00	0.00	2.00	1.00	3.00	3.00	3.00	1.00	5.00	1.00	5.00	Sand,Land,Open,,	53	0	-0.96	1	2023-05-24 02:18:42	2023-05-24 02:18:42	2023-05-24 02:18:42
183	3328dc4258	1	1	gotpsi	p23010	0.00	1.00	0.00	NULL	1.00	0.00	0.00	2.00	1.00	5.00	1.00	2.00	4.00	5.00	2.00	5.00	Green,Trees,Sky,,	66	0	2.36	1	2023-05-24 02:19:38	2023-05-24 02:19:38	2023-05-24 02:19:38
184	9e7a2c2a0d	1	2	gotpsi	400029	0.00	1.00	1.00	NULL	0.00	0.00	0.00	4.00	3.00	2.00	3.00	1.00	4.00	3.00	3.00	1.00	Food,Blue,Hot,,	61	0_100	-0.96	1	2023-05-24 02:19:47	2023-05-24 02:19:47	2023-05-24 02:19:47
185	3328dc4258	1	2	gotpsi	p107001	0.00	1.00	0.00	NULL	1.00	0.00	0.00	2.00	2.00	5.00	1.00	2.00	4.00	5.00	2.00	4.00	Outside,Sky,Green,,	54	0_100	-1.05	1	2023-05-24 02:20:40	2023-05-24 02:20:40	2023-05-24 02:20:40
186	5db1799938	1	1	GotPsi	j0175402	1.00	1.00	0.00	NULL	1.00	0.00	0.00	2.00	1.00	3.00	1.00	1.00	2.00	5.00	2.00	5.00	landscape,wide,empty,,	52	0	0.26	1	2023-05-24 02:52:40	2023-05-24 02:52:40	2023-05-24 02:52:40
187	5db1799938	1	1	GotPsi	p121085	1.00	1.00	0.00	NULL	0.00	0.00	0.00	5.00	1.00	3.00	3.00	1.00	3.00	5.00	5.00	5.00	forest,quiet,strange,,	52	0	1.74	1	2023-05-24 02:53:43	2023-05-24 02:53:43	2023-05-24 02:53:43
188	53b90b6e5f	4	1	GotPsi	400037	0.00	0.00	1.00	NULL	1.00	0.00	1.00	2.00	1.00	3.00	1.00	5.00	3.00	5.00	1.00	5.00	White,In front,Landscape,,	199	0	-0.39	1	2023-05-24 04:31:34	2023-05-24 04:31:34	2023-05-24 04:31:34
189	53b90b6e5f	4	1	GotPsi	p1002	1.00	0.00	0.00	NULL	1.00	0.00	0.00	5.00	1.00	3.00	1.00	1.00	1.00	5.00	3.00	5.00	Snow,Landscape,Still,,	95	0	-0.43	1	2023-05-24 04:33:26	2023-05-24 04:33:26	2023-05-24 04:33:26
190	53b90b6e5f	4	1	GotPsi	ph01475j	0.00	1.00	0.00	NULL	1.00	1.00	1.00	1.00	5.00	1.00	3.00	2.00	4.00	2.00	3.00	3.00	Neutral,Ambient,Smoke,,	85	0	1.00	1	2023-05-24 04:36:03	2023-05-24 04:36:03	2023-05-24 04:36:03
191	53b90b6e5f	4	1	GotPsi	ph02874j	1.00	1.00	0.00	NULL	1.00	0.00	0.00	4.00	5.00	3.00	1.00	1.00	2.00	3.00	3.00	4.00	Walk,Elder,Slow,,	82	0	1.31	1	2023-05-24 04:37:36	2023-05-24 04:37:36	2023-05-24 04:37:36
192	53b90b6e5f	4	1	GotPsi	j0178355	1.00	0.00	1.00	NULL	0.00	0.00	0.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	Liquid,Obscure,Blank,,	63	0	-0.18	1	2023-05-24 04:38:47	2023-05-24 04:38:47	2023-05-24 04:38:47
193	53b90b6e5f	4	1	GotPsi	j0144384	0.00	0.00	0.00	NULL	0.00	0.00	0.00	1.00	5.00	3.00	5.00	5.00	1.00	5.00	1.00	1.00	Coffe,Party,Night,,	83	0	-0.81	1	2023-05-24 04:40:25	2023-05-24 04:40:25	2023-05-24 04:40:25
194	3036d30a05	4	1	GotPsi	j0175402	0.00	1.00	0.00	NULL	0.00	1.00	0.00	1.00	3.00	2.00	2.00	2.00	4.00	2.00	4.00	5.00	Cars,Road,Race,,	107	0	0.59	1	2023-05-24 12:40:50	2023-05-24 12:40:50	2023-05-24 12:40:50
195	3036d30a05	4	1	GotPsi	400024	1.00	0.00	1.00	NULL	0.00	1.00	0.00	2.00	2.00	4.00	1.00	5.00	3.00	5.00	3.00	5.00	Elephants,Grass,Nature,,	51	0	1.49	1	2023-05-24 12:41:44	2023-05-24 12:41:44	2023-05-24 12:41:44
196	3036d30a05	4	1	GotPsi	400039	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	2.00	1.00	1.00	1.00	3.00	1.00	4.00	3.00	Zig zag,Pattern,Black and white,,	63	0	0.26	1	2023-05-24 12:42:53	2023-05-24 12:42:53	2023-05-24 12:42:53
197	fff8c30e58	1	1	GotPsi	p74027	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	4.00	4.00	3.00	3.00	1.00	5.00	3.00	5.00	wind,air,water,,	42	0	-0.36	1	2023-05-24 14:04:04	2023-05-24 14:04:04	2023-05-24 14:04:04
198	fff8c30e58	1	1	GotPsi	p134006	0.00	0.00	0.00	NULL	1.00	1.00	1.00	3.00	5.00	4.00	5.00	4.00	4.00	1.00	2.00	4.00	food,person,yellow,,	43	0	0.49	1	2023-05-24 14:04:49	2023-05-24 14:04:49	2023-05-24 14:04:49
199	37b1202ffb	1	1	GotPsi	400090	0.00	1.00	1.00	NULL	1.00	1.00	1.00	4.00	1.00	4.00	1.00	3.00	5.00	5.00	2.00	5.00	rocks,orange,landscape,,	48	0	-0.04	1	2023-05-24 14:43:12	2023-05-24 14:43:12	2023-05-24 14:43:12
200	37b1202ffb	1	1	GotPsi	p27025	0.00	1.00	1.00	NULL	1.00	1.00	0.00	2.00	1.00	1.00	5.00	1.00	3.00	1.00	4.00	1.00	bright,colorful,candy,,	42	0	0.71	1	2023-05-24 14:52:36	2023-05-24 14:52:36	2023-05-24 14:52:36
201	51f5819377	1	1	GotPsi	p1041	0.00	1.00	0.00	NULL	1.00	0.00	0.00	5.00	5.00	1.00	1.00	1.00	5.00	5.00	4.00	5.00	Ocean,Woman,Sun,Waves,Summer	74	0	-2.21	1	2023-05-24 20:53:25	2023-05-24 20:53:25	2023-05-24 20:53:25
202	51f5819377	1	1	GotPsi	400095	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	3.00	Fabric,Repeats,Colorful,Woven,Wind	55	0	-0.34	1	2023-05-24 20:54:39	2023-05-24 20:54:39	2023-05-24 20:54:39
203	51f5819377	1	1	GotPsi	p40018	1.00	0.00	0.00	NULL	0.00	1.00	1.00	1.00	1.00	3.00	2.00	5.00	5.00	5.00	3.00	5.00	Lizard,Rocks,Desert,Heat,Reptile	85	0	-0.60	1	2023-05-24 21:43:12	2023-05-24 21:43:12	2023-05-24 21:43:12
204	51f5819377	1	1	GotPsi	400051	1.00	0.00	0.00	NULL	0.00	0.00	0.00	5.00	4.00	1.00	1.00	1.00	3.00	2.00	5.00	5.00	Ocean,Boats,Sails,Colorful,Race	61	0	1.00	1	2023-05-24 21:44:17	2023-05-24 21:44:17	2023-05-24 21:44:17
205	76b0cf44d8	1	1	gotpsi	ph02874j	0.00	0.00	0.00	NULL	0.00	0.00	0.00	2.00	1.00	4.00	1.00	1.00	3.00	5.00	3.00	5.00	mountains,valleys,green,,	106	0	0.94	1	2023-05-24 22:29:05	2023-05-24 22:29:05	2023-05-24 22:29:05
206	76b0cf44d8	1	2	gotpsi	400006	0.00	0.00	0.00	NULL	1.00	0.00	1.00	1.00	4.00	2.00	1.00	1.00	4.00	2.00	5.00	5.00	yellow,smoke,car,,	110	0_100	0.66	1	2023-05-24 22:31:08	2023-05-24 22:31:08	2023-05-24 22:31:08
207	03bbe154e3	1	1	GotPsi	400039	0.00	1.00	0.00	NULL	1.00	0.00	1.00	3.00	1.00	1.00	1.00	1.00	5.00	4.00	4.00	5.00	Sky,Cloud,Blue,,	90	0	1.33	1	2023-05-25 01:38:03	2023-05-25 01:38:03	2023-05-25 01:38:03
208	03bbe154e3	1	1	GotPsi	p46093	0.00	0.00	0.00	NULL	1.00	1.00	0.00	4.00	4.00	5.00	3.00	1.00	3.00	5.00	4.00	5.00	Sunset,Beach,Plants,,	168	0	-0.13	1	2023-05-25 02:06:42	2023-05-25 02:06:42	2023-05-25 02:06:42
209	bda1283c07	4	1	GotPsi	400037	0.00	1.00	1.00	NULL	1.00	0.00	1.00	2.00	4.00	3.00	1.00	1.00	4.00	5.00	3.00	5.00	blue,sky,clouds,park,	73	0	-0.09	1	2023-05-25 13:36:00	2023-05-25 13:36:00	2023-05-25 13:36:00
210	bda1283c07	4	1	GotPsi	p8068	0.00	1.00	0.00	NULL	1.00	0.00	1.00	2.00	1.00	5.00	2.00	2.00	3.00	5.00	3.00	5.00	trees,green,forest,,	49	0	0.17	1	2023-05-25 13:37:20	2023-05-25 13:37:20	2023-05-25 13:37:20
211	fff8c30e58	1	1	GotPsi	400030	0.00	0.00	0.00	NULL	0.00	0.00	0.00	3.00	4.00	5.00	3.00	3.00	4.00	1.00	1.00	5.00	green,garden,building,,	41	0	-1.33	1	2023-05-25 14:24:48	2023-05-25 14:24:48	2023-05-25 14:24:48
212	fff8c30e58	1	1	GotPsi	j0202015	0.00	1.00	0.00	NULL	1.00	0.00	0.00	4.00	4.00	4.00	5.00	3.00	3.00	1.00	1.00	1.00	white,blue,pink,,	41	0	-0.49	1	2023-05-25 14:25:31	2023-05-25 14:25:31	2023-05-25 14:25:31
213	fff8c30e58	1	1	GotPsi	p113044	0.00	0.00	0.00	NULL	0.00	1.00	1.00	4.00	5.00	3.00	3.00	3.00	3.00	1.00	1.00	3.00	car,truck,tractor,,	29	0	0.11	1	2023-05-25 14:26:02	2023-05-25 14:26:02	2023-05-25 14:26:02
214	77c18aa0ae	1	1	gotpsi	400029	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	2.00	5.00	2.00	4.00	3.00	2.00	2.00	5.00	Foliage,Circles,Tree,Bird,Natural	130	0	-1.52	1	2023-05-25 16:28:07	2023-05-25 16:28:07	2023-05-25 16:28:07
215	77c18aa0ae	1	2	gotpsi	p8044	0.00	0.00	1.00	NULL	0.00	0.00	1.00	5.00	3.00	2.00	2.00	3.00	2.00	4.00	1.00	4.00	Water,Puddle,Outside,Lake,Reflective	82	0_100	0.51	1	2023-05-25 16:29:43	2023-05-25 16:29:43	2023-05-25 16:29:43
216	ff55040f59	1	1	gotpsi	p1001	1.00	1.00	0.00	NULL	0.00	0.00	0.00	4.00	1.00	4.00	1.00	1.00	4.00	5.00	3.00	5.00	trees,water,sand,,	392	0	0.66	1	2023-05-26 13:07:46	2023-05-26 13:07:46	2023-05-26 13:07:46
217	ff55040f59	1	2	gotpsi	p181032	0.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	2.00	3.00	2.00	walls,arch,stairs,,	181	0_100	-0.82	1	2023-05-26 13:11:09	2023-05-26 13:11:09	2023-05-26 13:11:09
218	551ffb1b22	1	1	gotpsi	p1010	1.00	0.00	1.00	NULL	0.00	1.00	1.00	2.00	3.00	1.00	2.00	1.00	4.00	1.00	2.00	1.00	bell,bronze,loud,metal,pointy	80	0	-1.23	1	2023-05-26 16:25:54	2023-05-26 16:25:54	2023-05-26 16:25:54
219	551ffb1b22	1	2	gotpsi	400050	0.00	1.00	1.00	NULL	1.00	0.00	0.00	5.00	3.00	2.00	1.00	1.00	2.00	4.00	5.00	5.00	sweep,push,wave,streak,blue	76	0_100	-0.11	1	2023-05-26 16:27:14	2023-05-26 16:27:14	2023-05-26 16:27:14
220	bdccdd5b23	4	1	GotPsi	p140023	1.00	0.00	0.00	NULL	0.00	0.00	0.00	5.00	4.00	2.00	1.00	1.00	3.00	5.00	5.00	5.00	water,sport,sailing,surfing,windy	133	0	-0.89	1	2023-05-26 17:44:38	2023-05-26 17:44:38	2023-05-26 17:44:38
221	bdccdd5b23	4	1	GotPsi	p23027	1.00	0.00	0.00	NULL	0.00	1.00	0.00	5.00	5.00	2.00	1.00	1.00	3.00	5.00	5.00	5.00	water,sport,sailing,surfing,windy	80	0	-1.20	1	2023-05-26 17:46:05	2023-05-26 17:46:05	2023-05-26 17:46:05
222	d40dfacc09	1	1	gotpsi	p19031	0.00	1.00	1.00	NULL	0.00	1.00	0.00	2.00	3.00	3.00	4.00	1.00	5.00	4.00	4.00	3.00	fire,warm,red,,	61	0	1.60	1	2023-05-26 20:26:02	2023-05-26 20:26:02	2023-05-26 20:26:02
223	d40dfacc09	1	1	gotpsi	j0202098	0.00	0.00	0.00	NULL	1.00	1.00	0.00	3.00	4.00	4.00	1.00	1.00	3.00	1.00	4.00	4.00	vehicle,mountains,trees,,	65	0	0.85	1	2023-05-26 20:27:15	2023-05-26 20:27:15	2023-05-26 20:27:15
224	fff8c30e58	1	1	GotPsi	400037	0.00	1.00	0.00	NULL	1.00	0.00	1.00	3.00	5.00	4.00	4.00	4.00	4.00	2.00	5.00	4.00	animal,people,colourful,,	37	0	1.33	1	2023-05-26 20:48:37	2023-05-26 20:48:37	2023-05-26 20:48:37
225	63c692191a	1	1	gotpsi	p107001	1.00	0.00	0.00	NULL	1.00	0.00	1.00	5.00	2.00	1.00	1.00	2.00	3.00	4.00	3.00	5.00	boat,sea,sail,,	103	0	-1.33	1	2023-05-27 05:59:19	2023-05-27 05:59:19	2023-05-27 05:59:19
226	ff92c2f177	1	1	GotPsi	p35011	0.00	1.00	0.00	NULL	1.00	1.00	1.00	3.00	1.00	2.00	2.00	3.00	2.00	3.00	4.00	4.00	ball,sky,round,,	71	0	-1.14	1	2023-05-27 14:30:33	2023-05-27 14:30:33	2023-05-27 14:30:33
227	ff92c2f177	1	1	GotPsi	p1054	1.00	0.00	0.00	NULL	1.00	1.00	1.00	2.00	2.00	2.00	3.00	2.00	2.00	2.00	1.00	4.00	house,street,environment,,	55	0	-0.56	1	2023-05-27 14:31:35	2023-05-27 14:31:35	2023-05-27 14:31:35
228	77c18aa0ae	1	1	gotpsi	p113037	0.00	0.00	0.00	NULL	0.00	1.00	0.00	3.00	2.00	3.00	4.00	2.00	4.00	3.00	4.00	2.00	Food,Geometric,Cake,Circular,Oval	83	0	0.39	1	2023-05-27 16:38:22	2023-05-27 16:38:22	2023-05-27 16:38:22
229	77c18aa0ae	1	2	gotpsi	p189011	1.00	0.00	0.00	NULL	1.00	0.00	1.00	3.00	3.00	4.00	2.00	2.00	2.00	4.00	2.00	4.00	Glass,Roof,Outdoors,Nature,Architecture	78	0_100	-1.42	1	2023-05-27 16:39:50	2023-05-27 16:39:50	2023-05-27 16:39:50
230	77c18aa0ae	1	1	gotpsi	p7021	0.00	1.00	1.00	NULL	1.00	0.00	0.00	4.00	2.00	2.00	2.00	3.00	2.00	4.00	2.00	4.00	Round,Cloud,Gentle,Nature,Pink	66	0	-2.36	1	2023-05-27 17:46:21	2023-05-27 17:46:21	2023-05-27 17:46:21
231	77c18aa0ae	1	1	gotpsi	j0181446	0.00	0.00	1.00	NULL	0.00	0.00	0.00	2.00	2.00	4.00	2.00	5.00	4.00	4.00	3.00	5.00	Animal,Fur,Nature,Outdoors,Two	53	0	0.49	1	2023-05-27 17:47:25	2023-05-27 17:47:25	2023-05-27 17:47:25
232	77c18aa0ae	1	1	gotpsi	400073	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	2.00	2.00	2.00	2.00	4.00	5.00	4.00	5.00	Cloud,Lake,Sea,Water,Horizon	43	0	-0.21	1	2023-05-27 17:48:35	2023-05-27 17:48:35	2023-05-27 17:48:35
233	77c18aa0ae	1	1	gotpsi	p1005	1.00	1.00	0.00	NULL	0.00	1.00	0.00	2.00	2.00	5.00	2.00	2.00	4.00	5.00	2.00	4.00	Plant,Leaf,Tree,Nature,Green	52	0	-0.44	1	2023-05-27 17:49:45	2023-05-27 17:49:45	2023-05-27 17:49:45
234	8c0e8dcf0f	1	1	GotPsi	400072	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	2.00	5.00	2.00	2.00	5.00	5.00	5.00	5.00	Palm trees,Water,Sand,,	71	0	-1.00	1	2023-05-27 21:29:09	2023-05-27 21:29:09	2023-05-27 21:29:09
235	8c0e8dcf0f	1	1	GotPsi	p21085	0.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	2.00	1.00	1.00	1.00	2.00	1.00	5.00	1.00	Truck,Track,Race,,	50	0	1.56	1	2023-05-27 21:30:06	2023-05-27 21:30:06	2023-05-27 21:30:06
236	d40dfacc09	1	1	gotpsi	p29024	1.00	1.00	0.00	NULL	0.00	1.00	0.00	2.00	1.00	4.00	2.00	2.00	2.00	5.00	2.00	4.00	trees,green,forest,,	36	0	0.01	1	2023-05-28 00:55:03	2023-05-28 00:55:03	2023-05-28 00:55:03
237	d40dfacc09	1	1	gotpsi	j0182466	0.00	1.00	0.00	NULL	1.00	0.00	1.00	3.00	1.00	2.00	4.00	1.00	3.00	2.00	1.00	1.00	ball,round,table,still life,	42	0	-0.82	1	2023-05-28 00:55:49	2023-05-28 00:55:49	2023-05-28 00:55:49
238	fff8c30e58	1	1	GotPsi	p140023	0.00	0.00	0.00	NULL	1.00	0.00	1.00	4.00	5.00	4.00	2.00	3.00	1.00	4.00	5.00	5.00	person,rock,sky,,	39	0	-1.00	1	2023-05-28 13:38:44	2023-05-28 13:38:44	2023-05-28 13:38:44
239	fff8c30e58	1	1	GotPsi	p11061	0.00	0.00	0.00	NULL	0.00	1.00	1.00	3.00	5.00	3.00	3.00	3.00	4.00	1.00	1.00	2.00	car,wheels,black,,	37	0	0.30	1	2023-05-28 13:39:22	2023-05-28 13:39:22	2023-05-28 13:39:22
240	fff8c30e58	1	1	GotPsi	j0144384	0.00	1.00	0.00	NULL	1.00	0.00	1.00	3.00	4.00	4.00	3.00	5.00	4.00	2.00	1.00	2.00	animal,cats,black,,	41	0	0.14	1	2023-05-29 13:14:13	2023-05-29 13:14:13	2023-05-29 13:14:13
241	d40dfacc09	1	1	gotpsi	ph01948j	0.00	1.00	0.00	NULL	0.00	0.00	1.00	4.00	1.00	3.00	2.00	4.00	2.00	5.00	5.00	4.00	red,nature,spray,,	67	0	0.85	1	2023-05-30 00:35:45	2023-05-30 00:35:45	2023-05-30 00:35:45
242	d40dfacc09	1	1	gotpsi	p180025	1.00	0.00	1.00	NULL	0.00	0.00	0.00	3.00	2.00	2.00	4.00	2.00	4.00	2.00	1.00	2.00	machine,car,metal,hard,	59	0	0.36	1	2023-05-30 00:36:51	2023-05-30 00:36:51	2023-05-30 00:36:51
243	d40dfacc09	1	1	gotpsi	p130000	1.00	1.00	1.00	NULL	0.00	0.00	0.00	4.00	4.00	5.00	4.00	2.00	2.00	5.00	2.00	5.00	green,wet,leaves,rocks,mountain	54	0	0.15	1	2023-05-30 00:38:13	2023-05-30 00:38:13	2023-05-30 00:38:13
244	d40dfacc09	1	1	gotpsi	p8068	0.00	0.00	0.00	NULL	1.00	1.00	1.00	2.00	2.00	2.00	1.00	1.00	3.00	2.00	2.00	4.00	building,sunny,blue,,	52	0	-0.66	1	2023-05-30 00:39:20	2023-05-30 00:39:20	2023-05-30 00:39:20
245	fff8c30e58	1	1	GotPsi	p1010	0.00	1.00	0.00	NULL	1.00	0.00	1.00	3.00	4.00	4.00	5.00	3.00	2.00	1.00	1.00	1.00	food,pink,yellow,,	36	0	0.82	1	2023-05-30 13:55:10	2023-05-30 13:55:10	2023-05-30 13:55:10
246	82d9256209	1	1	gotpsi	p49034	0.00	0.00	1.00	NULL	1.00	1.00	0.00	4.00	2.00	3.00	1.00	3.00	2.00	4.00	2.00	5.00	City,Atlantis,Domes,Gold,Shiny	138	0	0.01	1	2023-05-30 18:21:35	2023-05-30 18:21:35	2023-05-30 18:21:35
247	82d9256209	1	2	gotpsi	p105000	1.00	1.00	1.00	NULL	0.00	0.00	0.00	3.00	1.00	5.00	1.00	3.00	3.00	5.00	5.00	5.00	Trees,Mountains,Green,sky view,zoomed out	89	0_100	-0.12	1	2023-05-30 18:23:08	2023-05-30 18:23:08	2023-05-30 18:23:08
248	ae50750d2f	1	1	GotPsi	p23031	1.00	1.00	1.00	NULL	1.00	0.00	1.00	3.00	1.00	2.00	1.00	2.00	4.00	4.00	3.00	4.00	Green,Blue,Fuzzy,,	159	0	1.36	1	2023-05-30 18:33:36	2023-05-30 18:33:36	2023-05-30 18:33:36
249	ae50750d2f	1	1	GotPsi	j0148755	1.00	0.00	1.00	NULL	1.00	1.00	0.00	1.00	3.00	3.00	1.00	1.00	2.00	1.00	1.00	4.00	Building,Grey,Day,,	94	0	0.79	1	2023-05-30 18:35:35	2023-05-30 18:35:35	2023-05-30 18:35:35
250	fff8c30e58	1	1	GotPsi	p181032	0.00	0.00	0.00	NULL	0.00	0.00	0.00	4.00	4.00	3.00	3.00	3.00	1.00	1.00	1.00	5.00	ice,metal,poles,,	39	0	-0.53	1	2023-05-31 14:38:24	2023-05-31 14:38:24	2023-05-31 14:38:24
251	fff8c30e58	1	1	GotPsi	p125002	0.00	0.00	0.00	NULL	1.00	0.00	1.00	5.00	5.00	4.00	3.00	3.00	4.00	1.00	5.00	5.00	boat,water,people,,	31	0	1.92	1	2023-05-31 14:38:57	2023-05-31 14:38:57	2023-05-31 14:38:57
252	2e006b735f	1	1	gotpsi	j0202098	0.00	1.00	1.00	NULL	1.00	0.00	1.00	3.00	2.00	2.00	2.00	3.00	2.00	2.00	4.00	5.00	Very cold snow,Damp and blue,Adrenaline,Person,Fast	303	0	-0.82	1	2023-06-01 14:05:36	2023-06-01 14:05:36	2023-06-01 14:05:36
253	2e006b735f	1	2	gotpsi	j0145838	0.00	1.00	0.00	NULL	1.00	1.00	0.00	1.00	4.00	2.00	2.00	4.00	3.00	3.00	2.00	2.00	Bold,Car,Time,Fast,	137	0_100	0.25	1	2023-06-01 14:08:16	2023-06-01 14:08:16	2023-06-01 14:08:16
254	fff8c30e58	1	1	GotPsi	p96025	1.00	0.00	0.00	NULL	0.00	1.00	1.00	3.00	5.00	4.00	3.00	3.00	3.00	1.00	1.00	1.00	brown,building,wood,,	39	0	-1.36	1	2023-06-01 14:56:11	2023-06-01 14:56:11	2023-06-01 14:56:11
255	fff8c30e58	1	1	GotPsi	j0148755	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	5.00	4.00	3.00	4.00	4.00	4.00	5.00	4.00	person,water,waves,,	47	0	-0.74	1	2023-06-01 14:57:00	2023-06-01 14:57:00	2023-06-01 14:57:00
256	e62733e006	1	1	GotPsi	400047	0.00	1.00	0.00	NULL	1.00	0.00	0.00	5.00	1.00	3.00	1.00	1.00	3.00	3.00	1.00	5.00	Bridge,Water,diagonal,serene,well-maintained	193	0	-0.04	1	2023-06-01 15:09:26	2023-06-01 15:09:26	2023-06-01 15:09:26
257	e62733e006	1	1	GotPsi	p31001	0.00	1.00	1.00	NULL	1.00	0.00	1.00	1.00	3.00	5.00	1.00	5.00	4.00	5.00	4.00	5.00	Valley,clouds,steep,below,tiny	197	0	-1.42	1	2023-06-01 15:13:00	2023-06-01 15:13:00	2023-06-01 15:13:00
258	bd86b078cc	1	1	GotPsi	j0145506	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	5.00	Brown,Building,Angles,,	116	0	0.52	1	2023-06-01 22:16:12	2023-06-01 22:16:12	2023-06-01 22:16:12
259	bd86b078cc	1	1	GotPsi	j0144615	0.00	1.00	1.00	NULL	1.00	0.00	1.00	1.00	3.00	1.00	1.00	5.00	3.00	5.00	2.00	5.00	Brown,Rounded,Soft,,	114	0	1.14	1	2023-06-01 22:18:20	2023-06-01 22:18:20	2023-06-01 22:18:20
260	6c49d1f204	1	1	gotpsi	p157062	0.00	1.00	1.00	NULL	0.00	0.00	0.00	2.00	2.00	5.00	3.00	3.00	4.00	5.00	3.00	4.00	Vibrant,Colourful,Flowers,,	95	0	-0.17	1	2023-06-01 22:38:21	2023-06-01 22:38:21	2023-06-01 22:38:21
261	6c49d1f204	1	2	gotpsi	p8068	0.00	1.00	0.00	NULL	0.00	0.00	1.00	4.00	2.00	4.00	2.00	2.00	3.00	4.00	3.00	5.00	Trees,Water,Hillside,,	107	0_100	0.26	1	2023-06-01 22:40:21	2023-06-01 22:40:21	2023-06-01 22:40:21
262	d2dd8d1064	1	1	GotPsi	400068	0.00	1.00	1.00	NULL	1.00	0.00	0.00	5.00	2.00	5.00	2.00	4.00	4.00	5.00	4.00	5.00	Green,Flowers,Soft,,	68	0	-0.10	1	2023-06-01 22:52:44	2023-06-01 22:52:44	2023-06-01 22:52:44
263	d2dd8d1064	1	1	GotPsi	j0145506	0.00	0.00	1.00	NULL	0.00	1.00	0.00	5.00	3.00	5.00	4.00	3.00	4.00	4.00	4.00	4.00	Natural,Green,Empty,,	29	0	-1.39	1	2023-06-01 22:53:20	2023-06-01 22:53:20	2023-06-01 22:53:20
264	0dd2d9fdd1	4	1	GotPsi	p56098	1.00	1.00	1.00	NULL	0.00	0.00	1.00	5.00	1.00	2.00	1.00	1.00	3.00	5.00	2.00	5.00	mountains,water,basin,,	61	0	-1.01	1	2023-06-01 23:40:49	2023-06-01 23:40:49	2023-06-01 23:40:49
265	0dd2d9fdd1	4	1	GotPsi	400010	0.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	1.00	5.00	1.00	3.00	3.00	1.00	1.00	bananas,yellow,table,,	37	0	0.89	1	2023-06-01 23:41:31	2023-06-01 23:41:31	2023-06-01 23:41:31
266	0dd2d9fdd1	4	1	GotPsi	p1002	0.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	1.00	5.00	1.00	3.00	3.00	2.00	4.00	sky,blue,biscuit,,	43	0	0.26	1	2023-06-01 23:42:33	2023-06-01 23:42:33	2023-06-01 23:42:33
267	0dd2d9fdd1	4	1	GotPsi	p1114	1.00	1.00	1.00	NULL	0.00	0.00	1.00	5.00	1.00	2.00	1.00	5.00	2.00	5.00	3.00	5.00	orca,mountains,ocean,,	50	0	-1.69	1	2023-06-01 23:43:27	2023-06-01 23:43:27	2023-06-01 23:43:27
268	62b3e910b4	1	1	GotPsi	400062	0.00	0.00	0.00	NULL	0.00	0.00	0.00	2.00	1.00	2.00	1.00	2.00	2.00	5.00	1.00	5.00	Mountain range,Blue skies,White clouds,,	164	0	-0.20	1	2023-06-01 23:45:00	2023-06-01 23:45:00	2023-06-01 23:45:00
269	62b3e910b4	1	1	GotPsi	p34054	0.00	1.00	0.00	NULL	1.00	0.00	0.00	1.00	1.00	5.00	1.00	2.00	2.00	5.00	1.00	5.00	Forest,Pathway,Trees,Leaves,	103	0	-0.41	1	2023-06-01 23:46:53	2023-06-01 23:46:53	2023-06-01 23:46:53
270	62b3e910b4	1	1	GotPsi	400037	0.00	0.00	0.00	NULL	1.00	0.00	0.00	1.00	2.00	2.00	1.00	2.00	4.00	3.00	1.00	3.00	Yellow villa,Midday sun,Arches,,	118	0	0.18	1	2023-06-01 23:48:59	2023-06-01 23:48:59	2023-06-01 23:48:59
271	62b3e910b4	1	1	GotPsi	400076	1.00	0.00	0.00	NULL	0.00	0.00	1.00	5.00	5.00	1.00	1.00	1.00	3.00	4.00	4.00	5.00	Sail,Sea,Man,,	78	0	0.67	1	2023-06-01 23:50:40	2023-06-01 23:50:40	2023-06-01 23:50:40
272	62b3e910b4	1	1	GotPsi	p19031	0.00	1.00	1.00	NULL	0.00	0.00	0.00	1.00	1.00	1.00	5.00	1.00	1.00	4.00	1.00	3.00	Ice cream,Different colors,Different flavors,,	76	0	0.38	1	2023-06-01 23:52:14	2023-06-01 23:52:14	2023-06-01 23:52:14
